SquareFootage,NumBedrooms,SchoolRating,RenovationQuality,IsLuxury
1033.09,2,4.3,3.45,1
1002.54,1,5.66,2.83,0
550.0,2,8.82,2.33,0
746.61,1,4.98,3.41,0
550.0,4,5.35,7.47,0
1295.72,2,7.87,5.23,0
861.09,3,6.51,4.73,1
1046.96,3,7.78,4.97,0
1280.45,4,8.52,7.21,0
991.63,3,10.0,4.98,0
1094.72,5,3.36,3.05,0
1043.59,4,2.71,5.06,1
1227.38,3,8.99,5.35,1
550.0,1,5.28,3.66,0
772.24,4,9.45,5.22,0
1454.39,3,7.65,2.88,1
1218.48,2,7.8,5.71,1
922.13,4,7.16,6.41,1
1092.07,2,6.69,3.51,1
639.37,4,8.38,0.09,0
550.0,4,6.99,6.16,0
654.07,3,8.23,3.81,0
856.29,3,8.28,4.48,0
667.46,3,9.58,3.15,1
984.81,1,6.35,4.53,0
550.0,1,8.01,2.92,0
1363.97,2,8.84,7.14,1
746.67,4,7.0,5.17,1
1364.29,4,10.0,8.52,1
652.27,3,9.0,4.06,0
853.67,3,6.69,3.32,1
1552.01,3,8.92,8.3,1
1054.61,4,9.42,4.06,1
550.0,3,5.2,2.19,1
1179.85,3,6.98,5.42,1
1198.58,3,7.33,6.93,0
1313.05,5,9.92,7.11,1
1153.56,4,6.01,4.85,1
1006.91,1,6.59,5.44,0
1406.33,4,8.5,7.52,1
1173.08,2,4.42,5.84,1
550.0,5,10.0,5.48,1
760.77,3,4.99,5.17,0
757.63,3,5.55,6.1,1
681.06,1,6.34,5.3,0
1828.53,3,7.72,3.56,1
550.0,1,5.23,3.68,1
1027.22,3,5.58,3.53,1
1044.97,5,8.11,6.45,1
1368.13,3,6.0,6.82,1
550.0,4,9.06,6.26,0
550.0,4,3.26,4.22,0
1415.76,4,8.79,5.36,1
1225.84,2,8.5,5.94,1
842.69,4,9.5,7.87,0
774.52,3,5.99,3.5,0
550.0,5,8.08,7.2,0
550.0,1,7.16,3.61,0
550.0,4,5.56,4.5,1
550.0,3,9.63,4.96,0
1593.68,2,8.59,5.75,1
896.7,3,6.13,1.63,0
1047.19,2,0.89,1.35,0
2526.53,4,10.0,9.4,1
1395.58,2,4.24,5.58,1
960.83,2,9.23,4.91,0
558.32,4,4.19,6.42,0
1830.94,1,8.61,5.9,0
1549.26,4,9.7,5.58,1
1007.39,2,8.22,2.9,1
822.69,4,6.5,4.37,0
902.42,5,9.12,10.0,0
843.66,3,8.5,3.88,0
989.91,3,4.66,1.83,1
848.39,3,7.43,1.58,0
1624.02,3,7.8,5.19,1
779.75,2,4.97,3.92,1
609.74,2,9.8,1.43,0
1063.97,2,8.24,3.83,0
593.33,1,6.18,1.97,0
550.0,3,5.2,1.83,1
914.2,3,6.79,4.93,0
1343.68,4,5.47,4.09,1
1363.54,2,6.35,2.49,0
651.16,3,9.77,5.59,0
1247.08,5,9.05,4.91,1
1356.47,4,8.38,6.04,1
1658.43,1,3.84,3.94,0
585.17,4,6.78,5.77,0
1188.27,4,5.53,6.98,0
550.36,1,5.77,7.93,0
811.12,4,5.2,3.73,0
550.0,2,8.11,3.32,0
957.72,3,5.44,4.55,1
550.0,2,5.1,3.39,0
1526.27,5,8.79,6.34,1
1963.55,3,8.11,5.57,1
1288.75,4,9.73,8.13,1
1686.82,2,7.39,6.37,0
770.74,2,9.79,6.15,1
1438.23,3,7.86,9.72,0
868.88,3,7.03,5.72,0
1356.68,3,7.23,9.26,1
2043.27,2,5.14,6.28,1
717.49,3,5.26,4.92,0
1134.91,3,8.62,5.12,1
805.18,4,3.47,5.09,0
550.0,2,5.43,0.65,0
979.48,3,8.73,4.52,0
612.75,4,4.95,1.86,0
1119.65,2,6.46,6.09,0
793.3,3,7.77,5.33,1
904.42,3,5.32,5.5,0
912.18,4,10.0,4.55,1
550.0,1,5.26,6.22,1
645.52,1,6.4,3.14,0
1189.28,4,9.03,6.36,1
1367.23,4,5.59,5.51,0
550.0,3,6.28,2.26,0
550.0,4,8.03,5.85,0
550.0,3,7.31,6.23,1
592.36,4,6.48,5.49,1
550.0,4,9.86,6.93,0
984.26,3,8.86,6.94,0
1628.4,3,9.3,8.19,1
1431.56,4,8.0,6.37,1
1756.64,3,4.63,4.31,1
573.23,2,7.2,4.07,1
1045.36,3,7.23,5.22,1
1291.47,4,6.07,3.39,1
812.21,2,5.14,3.35,0
550.0,3,8.12,2.71,0
1292.68,3,7.28,5.52,1
550.0,2,5.44,2.23,0
561.66,2,3.64,2.48,1
550.0,3,7.01,6.15,0
1774.97,3,4.78,3.39,1
1290.57,4,5.71,5.49,0
1209.54,4,9.06,5.7,1
706.65,2,2.92,2.3,0
1067.19,3,4.29,4.22,1
994.94,3,10.0,6.48,1
1076.83,3,6.08,4.27,1
806.38,3,3.63,3.31,0
1528.0,4,9.09,5.86,1
942.63,3,9.31,5.08,0
860.54,3,5.81,4.7,0
598.21,4,7.05,6.71,0
1301.89,4,8.88,6.14,1
810.43,4,7.95,6.96,1
891.51,5,7.53,3.85,1
859.76,4,8.44,10.0,1
873.82,3,5.85,6.3,0
841.15,2,5.22,3.58,0
894.63,4,8.24,8.1,1
914.83,2,7.78,4.19,0
801.11,4,8.62,7.63,0
1252.22,3,9.57,7.35,1
1132.92,4,10.0,8.16,1
746.19,3,5.96,4.51,1
937.62,2,7.11,2.76,0
864.47,4,8.14,5.91,1
550.0,3,10.0,4.86,0
1173.31,2,6.07,3.6,1
2089.87,3,7.01,7.35,1
1138.63,3,9.12,7.95,0
1648.37,2,7.86,4.69,0
1410.69,4,9.29,7.34,1
959.52,3,10.0,4.63,1
553.44,4,8.03,1.48,0
1999.89,3,5.54,6.19,1
1590.06,4,8.56,5.2,0
592.53,3,7.2,4.69,0
1440.01,4,10.0,8.36,1
798.52,2,6.45,4.2,0
1050.8,3,7.66,5.77,1
1109.72,3,9.12,5.35,1
1064.61,3,9.78,3.81,0
550.0,2,8.56,3.34,0
1393.96,4,8.94,2.72,1
1761.86,3,9.57,8.19,1
550.0,4,6.19,3.82,0
629.62,4,4.39,2.28,0
930.27,6,7.81,6.83,1
550.0,2,7.77,4.28,0
1377.9,5,7.98,6.9,1
1300.92,2,5.45,5.63,1
713.54,3,5.63,5.63,0
1457.32,3,4.9,4.03,0
1838.44,3,9.98,4.97,0
863.05,4,6.83,5.3,1
834.57,3,5.63,3.51,0
712.03,3,6.9,6.13,0
550.0,2,5.49,2.61,1
794.37,3,5.79,4.8,1
1095.18,3,8.76,8.85,1
1484.11,5,10.0,8.82,1
1139.0,4,6.0,4.35,0
550.0,3,4.64,1.59,0
1688.74,2,3.92,0.63,1
1187.21,3,4.91,4.74,0
1053.75,3,8.41,5.08,0
856.11,3,7.52,5.02,1
587.88,3,5.32,4.57,1
1778.42,4,8.57,5.03,1
811.36,3,6.68,4.68,0
550.0,2,9.02,7.03,0
958.39,1,5.46,4.55,0
1663.43,5,10.0,9.0,1
1607.44,3,9.27,6.26,1
1033.23,2,3.93,0.74,0
676.49,3,6.3,5.44,0
1011.88,5,6.08,3.59,1
1144.82,3,9.33,5.21,1
1204.99,2,9.95,6.09,0
1864.95,3,10.0,8.98,1
1175.56,1,7.66,6.52,1
671.51,2,4.82,1.3,0
1303.74,4,10.0,4.69,0
985.05,3,5.53,5.93,1
782.9,3,6.38,1.35,1
830.2,2,10.0,8.45,0
2363.12,3,8.5,6.64,1
1495.54,4,10.0,7.21,1
1344.89,2,7.67,1.78,1
895.85,4,7.32,6.07,1
2097.51,3,9.18,7.55,1
1228.57,3,4.32,6.88,1
1450.56,3,7.74,5.23,1
1116.92,3,6.11,5.56,1
837.88,4,10.0,6.52,1
1016.27,2,9.31,7.19,1
1270.65,4,10.0,7.43,1
1654.51,3,7.41,5.41,1
586.53,3,5.54,3.45,1
639.15,3,8.83,5.24,1
1735.95,3,7.75,5.3,1
1128.09,3,8.37,3.95,1
1327.52,3,7.51,5.24,1
550.0,4,9.67,6.06,1
760.38,2,5.64,4.36,0
586.69,4,9.97,7.22,1
550.0,1,0.62,0.11,0
1928.59,3,4.98,7.38,1
597.95,6,10.0,8.86,1
730.57,4,6.49,4.84,0
550.0,2,6.43,3.15,0
1903.44,2,6.39,4.83,1
1383.05,2,10.0,7.16,0
1995.91,2,8.9,6.14,1
550.0,5,9.61,8.92,1
1162.8,4,6.91,4.59,0
2270.33,3,9.57,7.67,1
601.34,3,7.2,6.83,0
1476.04,4,8.73,6.79,1
946.91,3,4.77,2.98,1
1830.41,2,6.49,5.98,1
550.0,3,2.69,3.39,0
1693.37,3,7.21,3.57,1
1335.59,2,9.46,4.66,1
550.0,2,7.77,5.49,0
913.27,4,4.19,4.97,0
642.05,2,7.06,5.61,0
1351.0,4,7.07,7.85,0
1152.37,4,10.0,5.04,1
884.98,2,3.4,2.12,0
1457.02,3,6.0,4.6,1
1628.49,3,7.39,6.93,1
1599.41,3,7.25,3.94,0
908.28,4,8.03,6.07,1
763.07,2,4.84,3.82,0
699.1,2,6.29,1.69,0
1048.32,2,6.77,6.21,1
1434.89,3,8.21,5.05,1
1445.66,1,6.39,5.69,0
1348.57,2,9.57,4.94,0
1415.95,2,6.32,3.37,0
948.98,4,5.24,4.88,1
1010.31,3,6.38,4.46,0
1486.54,5,6.66,8.1,1
605.11,3,3.63,2.24,0
564.33,3,6.99,3.99,0
707.34,3,7.7,8.84,1
1177.16,2,4.43,5.13,1
975.39,3,5.85,3.37,1
550.0,1,5.86,4.28,0
1411.12,4,8.43,5.81,1
1345.45,3,7.08,6.91,0
594.82,4,7.95,3.5,1
752.71,2,4.33,3.41,0
1553.15,5,7.44,4.97,1
550.0,1,4.86,4.2,1
1637.04,4,10.0,6.44,1
1408.84,3,10.0,7.77,1
925.18,3,7.97,4.19,1
1007.0,2,1.07,5.99,1
550.0,3,5.0,3.4,0
908.8,3,7.03,8.09,0
906.93,1,6.91,7.27,0
1149.79,3,5.3,5.82,1
928.34,2,6.11,4.15,1
622.83,3,6.2,2.39,0
568.77,4,5.61,2.12,0
1773.82,3,7.25,4.14,1
767.32,4,8.31,6.21,1
2031.17,5,10.0,9.63,1
550.0,2,6.66,4.01,0
1368.39,4,8.86,6.57,1
733.99,4,7.75,5.52,1
690.99,2,6.61,0.75,1
550.0,4,6.81,3.54,0
1457.83,4,10.0,5.6,1
550.0,4,10.0,5.77,1
1382.24,2,7.29,7.89,1
1325.14,4,7.01,6.73,1
550.0,2,6.41,5.34,1
697.13,4,7.91,4.19,1
2170.86,6,10.0,8.34,1
550.0,3,7.06,4.23,1
1484.37,1,9.1,4.93,1
557.42,2,6.37,4.79,0
550.0,2,3.37,3.41,0
1308.37,5,8.53,7.38,1
986.38,2,9.21,5.09,0
1617.38,2,3.49,3.74,1
550.0,3,6.15,4.19,0
1294.53,1,4.21,2.77,0
857.01,2,4.22,2.89,0
1185.62,4,7.14,8.77,1
1236.56,5,9.11,5.93,1
690.17,2,3.31,4.66,0
550.0,2,7.2,4.13,0
550.0,3,6.04,6.49,0
550.0,5,6.53,6.7,0
550.0,3,6.62,4.64,0
1442.29,3,5.83,4.22,0
1936.87,4,10.0,6.08,1
874.53,3,5.8,3.56,0
1036.2,4,4.69,3.7,0
2344.1,3,10.0,9.83,1
1678.0,3,9.42,5.03,0
1302.39,3,7.21,4.84,0
550.0,3,6.84,3.21,0
935.51,3,5.2,4.17,1
1756.32,3,7.25,4.07,1
1245.26,1,6.72,4.96,1
620.02,3,7.36,4.26,1
1505.2,3,7.8,7.63,0
1429.85,5,10.0,7.34,1
1255.65,2,6.46,5.65,0
837.98,4,8.22,5.79,0
982.47,2,5.01,5.39,0
550.0,3,6.09,5.28,0
1542.26,3,6.68,5.2,1
550.0,3,10.0,4.49,0
2129.83,5,10.0,8.97,1
1269.8,2,6.73,2.77,0
1980.79,3,8.36,8.78,1
1431.88,3,9.41,6.55,1
614.09,4,4.37,5.93,0
1106.34,3,10.0,6.5,1
1336.66,3,8.53,6.72,1
550.0,2,5.68,0.89,0
1024.7,3,8.71,4.87,1
1386.37,3,7.14,6.34,1
1140.4,2,5.44,6.99,0
1063.25,2,6.58,5.83,0
1486.19,3,6.23,3.97,1
879.48,4,8.79,4.86,1
1743.58,3,10.0,7.13,1
1025.38,5,6.68,8.46,1
1401.23,4,10.0,8.73,0
550.0,3,8.78,5.18,0
2181.96,2,7.55,6.57,0
882.69,4,5.96,1.91,0
550.0,2,4.72,2.59,0
575.16,3,5.74,4.03,0
1952.56,4,7.96,2.72,0
550.0,2,7.08,5.06,0
806.1,3,5.88,3.89,0
1301.59,3,8.29,6.44,1
1473.52,7,9.63,6.54,1
599.5,4,6.79,3.7,1
736.55,2,9.02,5.55,0
1363.54,5,8.35,5.28,1
1530.02,4,9.03,5.18,1
1113.4,3,6.49,4.47,0
1809.96,6,7.23,8.07,1
1689.2,3,10.0,9.83,1
1122.0,4,10.0,4.97,1
1191.94,3,6.72,4.85,1
1160.18,2,5.17,3.61,0
937.32,3,6.73,3.44,0
853.42,2,6.03,2.91,0
1943.54,3,8.77,7.25,1
774.03,3,4.88,4.5,0
746.71,3,8.17,7.93,0
600.38,3,7.23,3.11,1
1774.02,3,8.23,4.06,0
1314.29,2,10.0,8.71,1
1594.37,3,9.0,5.46,1
796.75,1,5.31,3.77,0
669.93,4,10.0,5.26,1
723.81,5,10.0,4.97,1
1028.47,2,9.16,4.64,0
720.33,4,7.88,3.67,1
1233.61,3,7.37,2.86,0
818.58,1,6.87,4.16,0
982.12,2,8.64,4.05,0
550.0,4,9.36,3.02,1
1068.98,3,9.73,3.24,1
1450.45,2,4.43,2.22,0
550.0,3,4.86,1.47,0
580.3,2,7.69,5.63,0
1125.42,1,4.63,2.87,0
550.0,2,4.65,4.54,0
550.0,1,5.51,1.36,0
925.73,3,6.55,6.02,1
1145.69,4,7.69,10.0,1
687.49,1,7.2,5.27,0
700.49,1,1.67,2.34,0
550.0,1,7.62,2.09,0
955.63,2,5.78,6.55,0
1161.83,3,6.53,4.6,1
550.0,4,5.71,4.65,0
1276.24,3,8.48,6.12,0
550.0,2,10.0,5.13,1
1403.85,3,10.0,8.27,1
1158.81,5,8.34,5.0,1
1544.14,3,7.07,7.42,1
1303.0,2,6.35,6.17,1
1539.71,4,7.63,8.29,1
860.32,3,6.53,2.99,0
1411.64,3,6.11,5.33,1
1113.87,5,6.17,3.77,1
901.82,4,8.19,7.51,1
1251.3,3,7.46,4.7,0
1185.85,2,8.07,7.24,0
1756.7,4,9.87,6.02,1
1463.97,4,8.0,3.42,1
1172.45,3,6.51,5.87,1
942.19,3,9.01,7.68,0
713.07,1,5.76,2.51,0
1553.08,3,3.73,3.85,0
550.0,4,6.32,5.18,0
1008.55,3,10.0,7.52,0
1197.9,3,3.13,6.58,1
550.0,4,8.13,1.01,0
938.82,2,5.71,2.66,1
550.0,3,5.72,6.13,1
1292.24,4,8.82,8.13,0
1579.89,3,7.47,4.97,0
597.77,2,7.06,4.17,0
1831.13,4,9.51,8.64,1
922.14,2,4.23,5.89,0
550.0,1,5.65,2.29,0
550.0,4,7.88,3.28,0
550.0,3,7.35,4.41,0
1415.41,2,4.91,0.69,1
662.53,2,7.5,7.49,1
556.8,3,8.44,4.71,0
550.0,2,5.24,2.83,0
946.23,4,9.85,6.58,1
2727.04,4,9.69,4.89,1
785.66,4,9.2,3.24,1
1569.27,4,9.67,4.33,1
1376.19,3,8.2,5.26,0
565.41,4,5.39,2.57,0
1831.94,3,5.65,2.49,1
1913.1,4,8.88,8.91,1
652.12,3,6.99,3.78,0
739.23,3,6.59,5.13,0
1230.8,2,4.37,3.85,1
2014.53,3,6.24,4.53,1
550.0,2,4.48,3.31,0
550.0,1,3.4,0.16,0
1117.59,5,9.31,7.01,1
920.23,2,5.81,6.01,0
1940.29,4,7.0,3.66,1
550.0,3,7.53,2.51,0
826.39,3,8.76,3.97,1
1578.91,5,10.0,7.33,1
550.0,2,5.75,3.0,0
1630.8,4,10.0,6.15,1
893.69,4,7.41,6.68,1
1365.23,4,10.0,8.2,1
1912.38,4,10.0,6.25,1
1645.35,2,9.15,5.76,0
1107.54,1,4.75,0.6,0
1357.84,3,6.53,7.54,1
550.0,2,6.04,5.41,0
550.0,4,4.95,4.88,0
788.63,1,7.07,3.24,0
550.0,3,4.13,5.83,1
1901.93,4,9.83,9.32,0
971.19,4,7.83,6.42,1
550.0,4,9.23,3.04,1
1165.91,3,6.9,2.53,1
948.18,2,5.85,6.97,0
1314.1,4,6.41,4.16,1
550.0,3,4.39,5.63,0
550.0,3,7.01,4.41,1
1057.59,2,5.92,7.09,0
1237.24,3,9.35,4.29,1
1246.25,2,7.41,4.02,0
1204.82,3,6.64,4.8,0
2173.85,2,10.0,9.65,1
774.57,2,7.55,4.95,1
1235.19,2,5.09,3.43,1
1195.25,3,10.0,6.2,1
1708.43,3,8.29,6.48,1
1569.56,3,9.04,4.98,1
924.7,4,8.07,3.47,0
835.62,4,10.0,5.42,0
1046.69,2,7.1,1.27,0
550.0,3,6.67,6.01,1
551.61,3,4.73,5.31,1
1229.94,2,10.0,7.93,1
550.0,2,3.21,1.58,0
550.0,3,7.98,4.95,0
1388.91,3,7.05,3.82,0
1620.01,2,6.19,3.81,0
1233.62,4,8.52,7.97,1
1856.18,2,5.63,7.56,0
1567.18,2,5.3,5.95,1
749.4,1,4.86,2.27,0
1182.5,2,4.67,1.18,0
1619.5,4,9.73,10.0,1
811.2,3,6.12,5.09,0
1178.17,3,9.17,8.05,1
1259.23,5,7.9,6.38,1
1207.53,3,6.16,7.57,0
740.88,1,5.04,2.96,0
653.62,4,5.53,6.64,1
1117.64,4,7.76,9.65,1
550.0,3,6.13,4.62,0
714.31,5,5.5,1.56,0
802.52,4,10.0,3.41,0
738.76,1,5.99,6.25,1
1005.43,3,7.32,1.86,0
1547.53,3,7.69,8.18,1
936.49,2,6.59,7.27,1
1290.48,4,9.74,6.8,0
550.0,1,3.74,4.21,0
1048.62,3,8.84,7.89,1
2027.73,4,6.94,5.34,1
1406.5,1,6.47,3.7,0
1138.83,1,5.5,3.11,0
747.48,3,9.14,3.92,0
732.31,1,7.01,3.85,0
869.17,1,6.22,4.05,0
1109.14,3,8.47,5.23,1
1358.53,3,8.19,5.72,0
755.25,2,6.76,1.91,1
735.97,4,5.99,3.53,0
1696.31,3,7.04,8.32,1
