SquareFootage,BackyardSpace,NumBedrooms,AgeOfHome,SchoolRating,RenovationQuality,Price
1721.9,219.41,4,69.83,9.23,8.25,351857.5163
1048.32,652.63,2,72.19,6.77,6.21,315702.0311
761.55,184.15,5,15.85,8.63,4.09,625194.5566
550.0,419.73,3,115.89,8.26,3.19,202105.9233
2122.41,68.76,3,15.19,8.84,7.15,838651.0995
959.84,398.1,3,95.46,7.68,8.31,269142.4041
761.29,880.52,3,35.64,3.72,2.66,154184.2007
550.0,182.65,3,113.37,2.83,2.75,158586.5965
958.82,475.59,3,36.82,6.32,4.73,250219.6031
2003.66,741.29,2,45.31,6.51,7.0,354530.4942
998.15,583.62,3,34.62,6.1,5.91,227591.673
1841.69,631.45,2,76.23,6.34,5.01,380247.8732
1243.54,511.24,3,38.65,8.04,3.32,173230.4008
550.0,824.43,4,43.91,7.53,7.5,192555.8989
550.0,899.21,2,7.26,4.74,3.78,218988.0487
1155.29,1012.36,3,31.93,9.44,6.05,346545.9581
1229.67,165.76,2,83.46,6.39,4.08,108831.3591
1487.28,160.18,3,64.99,7.12,6.06,251114.3834
550.0,247.21,3,2.34,9.63,4.96,150168.9155
550.0,561.86,4,46.79,6.17,3.07,290681.4959
550.0,233.4,2,37.74,7.62,6.16,188074.8765
550.0,675.96,3,96.99,7.84,2.68,130243.4643
1134.91,395.58,4,136.14,6.23,5.41,402828.9072
1074.52,76.99,3,1.46,6.5,2.04,185506.6524
894.63,980.29,4,34.16,8.24,8.1,636344.946
550.0,399.1,2,56.52,7.23,4.02,116963.4581
826.08,340.94,2,7.51,3.63,0.34,195228.6598
1504.65,699.89,1,52.02,8.77,6.25,247500.2352
1573.03,820.74,2,45.87,5.19,3.89,220771.2414
1530.0,552.64,3,63.23,6.05,4.38,262995.1233
1715.76,75.55,5,5.49,9.41,7.9,452777.9337
723.76,503.45,3,35.17,7.61,3.4,150876.3169
1723.02,399.63,3,89.55,7.01,5.0,287045.0396
1155.62,464.49,2,49.99,8.95,7.58,377986.588
550.0,93.57,3,1.22,5.8,3.86,205482.8076
550.0,508.93,2,54.31,5.59,3.8,146453.1937
550.0,761.44,5,3.49,7.8,2.76,314438.3722
887.74,695.28,4,44.13,5.7,3.67,183399.3991
901.0,35.04,3,4.84,10.0,4.62,362597.7191
852.64,428.46,5,15.62,9.93,4.7,332446.69
1065.93,585.78,2,34.34,7.76,4.96,154243.4509
1572.71,323.24,1,85.1,3.34,3.23,162349.4198
550.0,427.33,4,13.95,5.58,0.68,233356.7843
1666.59,899.5,1,38.74,9.47,7.52,539832.9873
1312.45,254.48,2,52.27,5.62,4.56,178337.6542
935.11,365.78,3,18.18,4.59,4.19,399845.0949
2009.45,292.74,5,1.29,10.0,5.55,490977.0892
1128.51,684.79,1,69.74,8.95,2.93,307326.7045
643.1,1068.25,5,108.74,7.97,3.08,344662.7065
1752.42,555.27,4,48.24,8.27,5.2,581250.1542
938.82,484.13,2,73.06,5.71,2.66,336213.541
550.0,434.71,2,1.06,4.64,1.51,100919.2111
1405.88,887.54,4,19.14,6.38,6.09,572701.7326
1214.95,140.66,2,114.49,5.85,3.33,279679.0263
639.55,347.38,3,77.74,4.46,3.64,159804.1684
706.79,210.71,2,49.29,7.61,1.74,102085.3713
733.56,510.23,1,45.71,5.83,2.2,263088.4075
550.0,950.15,2,25.1,4.24,4.3,133054.8655
1864.1,771.54,4,12.75,9.46,4.58,395370.0208
798.61,335.16,2,53.3,7.89,3.92,122588.4295
725.08,489.23,3,29.16,8.39,4.46,208002.2829
888.38,594.27,1,32.41,3.65,0.42,151679.9536
1334.33,575.33,1,54.07,6.17,4.77,208835.2267
1036.9,496.63,3,26.95,4.72,5.25,258466.8909
720.82,875.02,2,64.39,5.59,5.39,156581.1599
1213.2,107.47,3,102.07,10.0,6.99,287178.9815
1487.6,660.53,2,39.4,6.97,7.9,365600.5205
1161.44,467.44,2,58.85,7.1,4.28,213153.8592
852.09,254.81,3,38.82,4.92,3.09,161429.4012
1646.56,210.68,4,28.95,9.64,9.32,589555.3422
906.49,699.35,3,107.8,6.62,5.66,204273.6783
1125.41,708.78,2,5.39,7.17,6.12,224401.1229
901.94,1023.35,3,33.02,9.36,4.61,182972.2245
1393.7,289.19,4,58.77,8.63,7.26,531264.9596
591.05,609.33,1,58.93,5.58,4.86,176540.0897
1358.27,279.96,3,74.8,9.13,5.59,296219.1147
1115.03,662.48,3,10.23,5.75,4.02,361173.5942
550.0,313.87,2,47.17,1.92,2.13,253879.4828
550.0,600.0,5,18.48,8.6,6.14,323895.5717
1030.3,248.55,3,50.32,5.41,1.02,194915.0189
550.0,275.54,2,21.81,4.65,3.04,148922.7213
1558.03,572.2,2,29.37,6.81,6.07,434618.9425
550.0,373.21,2,6.41,5.24,2.34,100454.2202
1432.58,894.26,4,10.58,10.0,7.72,274641.4696
797.81,859.48,3,45.27,5.9,2.84,139220.3462
1269.91,799.79,4,6.68,7.35,4.37,469224.3919
1803.59,136.85,2,4.28,7.77,8.49,405985.2649
550.0,496.33,3,23.96,1.45,1.38,108316.6944
1479.65,469.03,5,39.62,10.0,7.03,634236.6517
550.0,155.03,2,40.49,5.75,3.0,115582.8138
550.0,224.19,2,58.18,7.44,3.0,155192.2549
1030.61,1131.48,2,35.21,5.54,5.05,221604.3822
1260.83,790.43,3,17.87,6.5,5.58,391482.9572
550.0,855.73,3,39.47,7.16,3.28,138522.2516
1232.47,158.27,2,101.56,5.21,3.66,277576.4536
1195.55,445.23,3,76.24,5.17,3.19,200794.2658
550.0,111.45,3,1.93,5.56,4.4,388822.7101
1599.99,525.08,3,4.18,7.82,8.51,502681.1407
863.89,768.97,4,32.37,7.82,6.57,257261.2663
1117.64,1111.76,4,41.77,7.76,9.65,558091.1803
1647.02,416.46,3,8.19,8.07,7.8,284664.4704
563.95,358.21,4,16.5,6.6,2.22,238735.4337
952.41,253.48,3,56.46,6.37,6.92,233192.9191
1294.79,622.3,4,1.96,10.0,3.78,219438.7073
715.39,398.03,3,57.11,7.81,3.47,299562.5482
550.0,375.04,2,93.77,3.82,1.3,94893.72949
550.0,773.12,3,43.71,8.74,5.38,144546.0256
550.0,519.1,4,55.3,7.15,7.09,276745.1316
819.87,516.74,3,83.44,6.36,3.35,243095.2922
999.43,431.74,2,38.93,3.92,5.23,144095.3205
1476.57,711.54,3,55.25,9.32,7.57,527517.4762
1152.07,335.95,2,14.4,5.43,4.1,172170.5016
754.89,552.49,3,49.98,6.71,5.2,294184.9964
550.0,249.68,3,7.73,9.97,5.62,126326.4729
1886.86,257.81,4,16.45,10.0,6.83,801352.1832
1133.97,498.38,2,16.14,5.94,4.88,291554.8425
550.0,191.07,3,88.9,4.98,2.09,268660.3877
1383.14,291.71,2,31.02,7.3,4.85,406620.216
1264.32,643.59,3,66.05,8.89,4.06,265806.8971
2181.96,819.81,2,13.11,7.55,6.57,311079.6871
760.98,811.64,3,35.61,6.26,6.0,313837.4258
1384.6,246.71,2,68.81,3.13,3.2,265184.1466
1574.12,342.59,3,29.54,9.33,8.58,314011.1561
550.0,404.19,3,49.09,2.95,4.13,224462.6259
950.3,668.11,3,103.62,4.39,2.84,216027.484
940.49,622.82,2,23.83,5.57,4.35,243836.8679
1337.64,232.02,5,2.46,10.0,8.33,333808.6597
657.43,886.83,2,9.26,4.53,5.35,106660.6252
1285.02,507.52,4,14.79,2.66,5.42,299295.496
2027.42,659.36,3,11.6,8.42,6.99,620643.526
924.31,860.94,3,87.08,7.23,2.23,243314.3963
550.0,338.63,5,16.18,7.35,4.26,286863.768
1186.64,775.84,4,4.63,7.68,6.43,312914.8435
1365.18,1306.51,4,55.42,7.49,5.53,437594.4926
1287.85,587.45,1,3.49,5.98,2.51,190286.3937
1135.53,638.61,3,21.53,8.08,3.91,139014.6639
550.0,214.99,3,93.89,4.92,5.71,285480.6974
1333.31,378.03,5,40.84,5.76,5.65,664778.3726
1033.18,938.16,3,50.1,6.28,5.26,234702.934
1102.88,1004.95,4,56.78,10.0,8.05,277124.1579
2186.62,741.75,3,11.33,9.17,8.01,596871.5103
550.0,1023.45,3,62.71,7.58,6.85,171563.133
1093.37,640.98,3,44.31,5.49,7.08,620485.497
1573.03,220.63,1,134.12,6.87,5.38,166401.0351
675.65,335.64,2,46.06,7.5,1.91,155966.8368
1584.32,757.21,3,86.52,10.0,4.56,243713.4611
1328.73,780.46,3,54.25,7.88,7.69,364915.3492
995.87,108.22,3,7.32,7.04,3.61,317209.8854
1015.18,568.72,1,25.05,7.51,2.83,89507.31472
550.0,126.98,3,55.17,5.0,3.4,168172.0172
550.0,192.55,3,4.14,4.45,2.88,107426.5406
550.0,403.16,3,9.24,9.03,5.5,87592.69696
852.22,368.43,3,90.55,8.09,5.01,174603.251
1061.61,117.16,4,70.58,6.5,7.44,668152.1142
795.56,18.23,2,45.73,8.55,5.15,114055.9299
1778.46,657.76,5,53.84,8.52,5.5,379709.2558
955.54,499.79,3,10.83,4.5,4.33,184345.9638
1370.88,970.89,4,30.69,8.99,4.23,647940.0255
550.0,752.61,2,45.4,2.56,2.34,152156.6843
1684.91,678.12,5,44.6,10.0,8.61,577973.6383
824.59,120.83,3,87.15,6.82,4.3,164053.6481
1510.32,688.98,3,15.78,6.23,2.58,220116.8995
1374.36,154.9,3,3.14,6.44,7.76,347992.3326
1062.68,748.12,4,50.69,10.0,5.9,407982.6534
767.25,25.4,5,56.11,7.63,4.4,495983.2214
1218.48,428.84,2,22.73,7.8,5.71,351533.8074
594.6,207.14,3,114.32,5.32,5.36,263045.3486
727.05,183.98,4,0.43,7.42,5.35,231689.9809
1789.94,407.92,2,93.96,4.87,1.99,100671.6346
765.54,65.01,3,44.85,8.27,5.43,228320.9626
550.0,551.02,4,22.03,7.79,6.19,455923.3553
558.05,723.46,3,38.62,3.76,0.94,145622.0632
1421.05,788.01,4,10.07,10.0,8.03,458837.414
550.0,713.06,2,51.39,3.6,4.22,125356.8514
594.82,30.06,4,17.64,7.95,3.5,386853.4093
1536.89,26.83,3,73.96,9.39,5.65,504576.2147
573.09,71.09,4,64.07,8.71,7.71,290723.6744
550.0,397.33,4,122.02,7.49,3.17,249253.7187
1253.45,670.26,3,108.57,7.39,4.83,172082.2746
1359.74,15.23,3,54.11,6.75,7.68,701063.0109
843.63,573.22,3,58.0,6.61,4.78,255223.1838
986.66,490.08,2,11.94,5.94,3.46,276946.0848
1421.49,1145.54,4,62.74,10.0,6.33,527403.0778
550.0,498.66,3,41.49,7.17,1.65,106858.1898
855.68,556.58,4,30.63,10.0,4.3,473517.8678
550.0,80.0,4,36.86,5.32,2.61,173749.1011
557.05,674.88,3,6.9,5.54,3.25,174112.8032
614.25,195.47,3,65.94,4.34,3.57,273206.7468
736.55,458.72,2,48.02,9.02,5.55,106203.7719
1755.48,140.31,3,9.17,6.6,4.68,392429.0313
587.88,421.5,3,65.7,5.32,4.57,292651.1657
1536.98,267.89,1,93.62,6.84,5.3,137434.8608
1431.8,487.22,4,38.63,7.24,5.21,241637.9918
1511.32,730.62,5,57.42,9.07,8.04,728016.4966
1169.09,688.39,3,82.66,7.94,4.04,450754.4439
1005.49,330.77,2,13.63,10.0,4.65,184023.9313
550.0,773.29,2,37.24,3.14,2.26,129585.866
806.32,213.07,3,23.42,7.84,4.08,189464.8595
550.0,133.63,4,19.72,7.95,5.51,192709.4402
921.39,140.16,2,70.67,5.61,4.28,87553.43304
1380.15,439.64,2,80.32,7.07,5.77,294734.4667
1942.55,1089.4,3,23.49,5.33,6.71,266314.2278
1158.05,173.55,5,36.28,8.49,6.91,592114.7018
976.39,292.84,2,20.97,5.81,6.22,172264.1938
1303.24,989.25,3,30.85,8.94,4.79,451392.1117
846.02,272.41,3,21.25,4.31,5.48,189542.5624
1052.22,550.11,2,4.59,4.07,3.94,154377.7289
550.0,496.29,4,71.57,5.31,1.28,247646.9723
992.46,358.12,1,43.37,6.14,2.79,115076.6196
1385.96,47.23,3,16.12,6.71,5.62,325171.012
1952.95,539.04,2,71.58,5.87,7.04,404649.8598
1396.11,149.42,3,63.25,6.06,4.97,268498.1044
976.06,692.25,2,8.45,6.02,3.32,244151.4962
1179.85,28.74,3,17.98,6.98,5.42,542507.0004
550.0,753.8,4,29.12,7.19,6.72,257834.9712
550.0,720.12,3,15.37,10.0,4.9,446524.2008
1346.45,512.67,3,1.58,6.58,6.38,523759.2625
1034.3,193.7,3,24.45,8.98,5.33,214599.2362
1026.67,273.07,4,2.55,5.62,5.9,411991.4629
1502.69,195.91,3,5.63,7.19,3.68,209226.8989
550.0,93.26,3,3.29,5.83,3.37,235726.9397
901.6,628.48,3,19.82,8.26,6.1,220458.9936
560.07,428.93,5,53.63,7.11,2.94,326257.5547
550.0,201.96,3,44.27,4.59,2.95,195380.3873
867.61,154.71,3,70.8,6.15,3.64,200222.2152
1038.87,58.41,2,35.24,2.57,4.83,115898.4252
1023.19,937.47,2,103.47,8.63,7.71,310388.4997
1593.93,328.26,5,9.97,8.9,6.7,498427.3212
550.0,345.76,4,22.6,10.0,3.52,175804.0395
1312.07,1016.73,3,5.67,9.83,5.99,333119.4581
550.0,78.01,3,23.61,6.34,6.5,272175.1689
732.98,646.2,3,67.49,2.62,0.52,180489.4816
834.54,1030.56,3,18.63,5.1,4.49,178832.3372
758.5,380.34,2,27.05,6.49,6.75,246774.391
1399.45,951.7,3,50.91,7.15,3.92,367857.0917
1689.64,417.65,2,79.72,8.21,6.98,352118.863
1689.2,740.25,3,49.5,10.0,9.83,436686.29
1821.0,553.0,3,51.35,7.06,5.32,266635.8168
782.67,510.22,4,41.73,6.26,6.13,216118.7539
1138.02,624.6,3,70.5,6.12,4.12,381030.2686
710.01,47.38,4,45.29,5.37,6.18,445123.7902
1413.97,613.62,3,1.67,4.69,5.99,290193.7822
550.0,429.64,2,66.79,7.07,1.7,146184.7259
550.0,358.44,1,82.54,3.4,0.16,167505.027
1181.68,157.44,2,7.59,7.12,7.07,338592.5273
629.66,157.02,1,25.49,5.16,2.0,126734.4481
958.52,856.39,1,16.04,4.32,3.02,106573.5554
1249.39,499.06,3,75.37,10.0,8.41,429336.5244
2041.61,831.25,3,55.21,10.0,8.78,307431.951
550.67,546.54,3,82.19,5.65,4.12,192298.4441
1269.7,792.87,2,44.28,3.94,5.09,348718.2566
786.83,459.72,5,65.18,7.45,4.81,253793.309
550.0,797.71,1,32.96,6.53,2.93,324138.1524
818.4,740.32,4,53.03,6.92,2.0,209459.8706
550.0,63.74,2,3.03,3.44,0.06,311554.6722
1384.34,514.0,1,57.42,3.51,3.16,166416.1392
1630.18,513.19,4,15.92,7.62,8.13,387598.4927
1402.62,716.27,2,31.15,5.27,6.1,293436.3778
927.23,675.93,5,31.76,8.27,7.94,559270.6017
840.53,710.01,4,107.16,8.3,4.79,275386.7579
1197.81,628.9,1,24.35,8.69,3.8,123995.3891
692.3,475.8,3,73.18,6.69,5.84,185993.6128
1137.9,627.53,3,33.84,6.45,6.86,347272.8982
1572.19,278.54,3,90.82,6.96,4.71,168852.6152
550.0,286.94,4,28.7,5.28,2.91,274219.2224
550.0,480.89,4,65.57,9.44,4.01,220880.9254
763.08,259.31,4,19.38,8.4,4.96,436583.3912
1768.98,599.24,2,50.39,5.76,3.95,264995.9968
550.0,40.9,2,71.38,7.17,3.67,180264.3626
1201.92,546.82,3,63.92,5.88,4.74,311390.3588
834.23,551.58,3,64.65,6.52,3.25,244642.5188
610.18,323.85,3,64.11,6.47,3.99,147432.4916
592.53,756.19,3,99.13,7.2,4.69,169045.8255
550.0,426.87,2,52.36,5.38,4.47,140598.8579
800.99,642.05,3,85.99,5.63,1.42,247071.616
853.13,742.75,1,50.77,4.82,1.74,160568.0355
550.0,2.21,4,49.04,7.36,3.18,181325.5549
1428.71,959.21,3,19.33,10.0,7.73,403407.0994
550.0,482.35,3,7.33,8.49,6.2,229290.5403
1253.88,381.02,4,15.66,4.5,2.31,331012.6022
901.11,914.75,4,76.07,9.67,6.81,297790.4311
550.0,688.6,3,67.1,6.13,4.62,109519.9162
1116.57,378.34,3,34.19,6.3,1.76,228840.023
1126.81,572.81,2,116.33,5.07,2.09,164642.1452
1719.91,524.54,3,6.89,6.12,5.58,368724.117
1740.34,831.82,4,60.25,6.06,8.31,716433.5331
1476.26,256.84,3,73.67,8.72,4.55,301249.9623
550.0,655.46,3,18.21,3.55,3.69,191719.6633
550.0,621.84,1,89.9,5.68,6.11,109352.9138
550.0,329.86,3,70.71,4.53,2.7,112111.933
796.45,787.55,3,55.19,7.6,7.89,292428.3672
918.67,128.41,4,5.19,8.41,5.6,285671.5703
2547.46,207.78,5,8.83,10.0,10.0,740112.2268
1148.42,411.71,2,25.25,2.47,4.42,132210.7474
550.0,476.85,2,25.66,7.56,4.02,123607.752
550.0,316.28,3,58.96,4.56,2.32,107785.5137
2033.79,123.13,2,94.09,8.83,6.57,560377.0145
889.12,682.57,3,12.41,6.98,7.31,445000.4992
1569.27,418.54,4,87.5,9.67,4.33,585904.7904
1559.46,615.76,5,14.57,8.48,6.17,548801.6252
974.21,712.49,4,48.43,6.27,5.99,454510.2017
550.0,136.51,3,1.5,3.83,6.79,247871.7929
550.0,486.27,4,60.7,6.38,3.47,169035.3533
1101.3,224.69,2,26.64,6.04,3.48,294636.4247
1149.79,294.11,3,91.85,5.3,5.82,335479.1449
826.39,409.46,3,50.24,8.76,3.97,174486.9737
811.12,545.38,4,2.97,5.2,3.73,161024.8989
708.49,937.85,4,41.12,7.56,4.11,341453.6385
620.16,672.99,3,25.41,7.89,8.31,366320.0461
1647.88,605.78,3,81.17,6.18,4.37,384302.9634
1010.29,172.3,3,26.92,6.4,5.79,369374.0785
550.0,185.79,3,138.4,8.27,4.72,133195.6287
1233.61,871.0,3,60.94,7.37,2.86,187035.2859
901.73,110.39,4,88.29,6.41,4.95,390743.2922
1686.78,321.81,3,99.59,7.15,4.88,533515.2737
1729.89,190.17,5,63.05,10.0,7.99,447754.7187
646.73,213.15,3,19.34,7.41,5.82,203826.3253
1292.68,543.48,3,2.25,7.28,5.52,299748.049
550.0,239.61,2,4.34,5.19,6.03,176180.2675
550.0,402.81,3,56.19,5.06,3.92,141906.3328
550.0,452.06,3,71.77,7.43,4.8,166410.2939
641.92,728.7,4,92.3,8.73,5.51,220449.0188
735.97,144.0,4,90.38,5.99,3.53,167060.5385
597.95,684.18,6,47.87,10.0,8.86,595309.7115
660.3,840.21,3,64.21,7.33,7.16,238031.5034
1202.35,311.3,3,58.34,7.67,7.48,294966.6083
1015.9,512.55,4,31.45,6.97,7.47,387022.6954
1211.73,516.89,3,38.15,9.08,6.11,358954.4705
591.9,790.45,3,99.3,6.4,6.51,182090.5999
741.18,235.79,4,63.8,6.14,2.49,306499.0732
759.92,237.53,4,72.37,6.78,5.45,239145.3146
829.85,560.84,3,23.23,5.28,4.46,147605.9
550.0,97.11,4,44.48,7.03,6.66,223834.2497
707.6,823.29,3,25.55,6.17,1.93,147751.6192
1259.57,703.53,2,27.51,5.95,5.94,172946.3162
728.73,699.78,2,27.2,6.3,1.95,106683.0052
2054.6,217.02,1,100.16,7.77,5.11,377484.9406
1841.53,880.97,3,51.95,8.77,7.17,259129.7683
556.8,963.36,3,35.93,8.44,4.71,221652.5832
1286.07,187.63,2,7.62,6.27,6.26,183995.1525
1054.45,571.38,4,93.43,9.14,7.47,439736.5995
611.55,846.64,3,145.4,4.26,4.57,325228.2416
1335.94,242.77,2,13.12,7.98,5.43,277072.5336
579.44,511.53,2,46.21,7.57,3.62,126781.413
550.0,47.03,2,109.4,4.56,5.31,118293.0448
818.85,123.91,3,12.11,8.83,7.64,408199.614
876.47,506.68,3,73.26,4.49,3.0,317286.8387
1123.28,274.49,3,45.54,6.54,7.44,237747.1793
1131.08,127.93,2,92.66,9.16,3.74,368140.5532
550.0,382.66,3,5.84,4.37,4.28,190796.713
550.0,71.09,2,136.09,3.91,1.12,130991.5648
1484.35,513.61,4,24.74,9.74,7.96,373566.5159
1104.41,848.77,3,86.15,6.99,5.03,181623.4481
1208.48,463.28,3,35.89,6.49,1.85,247757.2793
1749.76,920.71,4,64.98,9.48,5.97,637845.1546
774.15,294.12,3,7.59,5.81,0.53,198737.0467
550.0,357.36,1,15.72,5.55,3.05,269320.9444
568.77,183.39,4,74.48,5.61,2.12,105014.6275
1611.13,289.96,3,40.11,4.36,4.23,236852.6988
550.0,493.67,1,19.25,0.64,4.5,140335.5584
966.94,674.08,3,58.14,5.15,5.44,379303.0371
1363.77,1012.71,4,34.33,6.41,3.73,481586.8265
1325.14,176.86,4,5.75,7.01,6.73,557984.5278
647.08,5.52,5,18.66,7.66,5.98,621514.0038
550.0,37.87,3,109.39,7.93,4.2,102435.3805
1051.87,323.72,3,66.42,8.98,6.66,208616.2079
726.76,919.43,2,98.47,5.73,2.7,95474.22338
1444.86,733.19,2,22.43,5.64,2.68,355748.8956
1771.64,355.7,2,3.15,9.15,7.57,431632.9844
572.31,467.86,2,109.38,7.24,4.49,186967.2311
550.0,378.27,4,90.78,7.03,4.28,409837.8844
1367.75,829.6,4,63.9,10.0,7.45,470749.5279
550.0,584.5,4,35.22,6.43,6.58,344345.3157
550.0,173.56,4,36.51,6.37,3.21,105457.0652
1330.52,902.12,3,15.98,7.76,5.13,335858.8406
707.95,1040.66,2,15.09,10.0,6.47,330874.5842
1658.43,460.71,1,36.67,3.84,3.94,182404.964
707.44,1199.93,3,0.83,1.8,3.34,157016.0229
550.0,64.6,2,96.69,4.71,2.45,171020.9746
1004.72,263.69,5,25.98,5.86,7.63,475149.7195
1200.6,811.38,2,41.57,5.94,3.91,127201.7428
562.23,438.45,3,54.6,7.55,4.3,425016.2084
1006.58,767.78,2,91.85,3.26,5.47,179111.0641
1144.82,273.57,3,70.92,9.33,5.21,441797.6611
1114.36,505.49,2,37.75,7.0,4.39,383062.9673
676.56,552.24,1,12.6,5.22,5.0,183050.1678
550.0,185.8,2,75.0,8.56,3.34,214792.7871
1170.14,757.79,2,30.19,4.53,5.26,210386.9226
550.0,807.34,3,102.42,5.09,4.2,284128.3875
2046.36,804.37,3,68.67,8.25,7.4,658930.854
1077.07,704.37,4,118.62,5.1,5.03,223631.1761
1386.95,387.79,4,61.66,8.52,5.37,458718.1038
1386.67,662.07,2,59.82,6.78,5.0,355520.0706
550.0,133.69,2,51.7,6.25,6.52,303812.3481
551.61,547.19,3,32.35,4.73,5.31,321465.721
1005.18,800.06,3,66.99,8.4,5.86,176071.022
1625.2,30.27,2,36.28,6.62,5.7,321142.0997
1204.2,264.73,3,21.36,7.13,4.57,293853.7085
778.08,282.42,2,106.08,6.0,2.23,117408.8394
1027.22,166.11,3,101.68,5.58,3.53,358166.2244
1941.44,28.23,4,3.18,6.62,2.76,488321.9791
1161.71,774.41,3,74.0,10.0,8.0,266132.3364
550.0,175.5,1,73.93,3.74,4.21,135240.9527
550.0,720.95,4,45.91,10.0,8.28,269500.4758
853.49,278.3,2,50.69,7.71,5.61,296420.9407
1352.6,589.73,3,30.15,6.6,4.84,352245.6365
550.0,467.4,1,72.96,7.16,3.61,108036.1452
1015.62,1127.22,5,70.79,7.01,6.5,469787.4253
1054.14,308.78,2,46.52,8.16,5.07,242474.8316
550.0,609.16,3,98.03,5.99,4.94,195394.7271
1164.87,501.71,4,48.85,7.22,5.22,423666.1849
1316.59,163.96,4,15.55,9.21,7.77,649298.622
1620.01,891.11,4,63.92,9.78,7.77,552908.7589
550.0,171.28,3,0.36,9.13,6.35,340049.7139
622.83,135.44,3,86.7,6.2,2.39,139838.0712
1101.32,627.87,3,13.68,5.6,4.65,394748.4104
550.0,696.52,4,22.06,6.36,2.64,331474.4211
2482.45,798.67,3,54.46,9.21,5.83,420596.5449
550.0,879.06,2,42.28,7.99,3.71,148936.4237
1343.88,1154.36,3,41.82,9.5,7.63,237289.5945
1564.88,697.54,3,39.27,8.1,2.09,477659.6964
840.88,221.11,3,44.96,4.82,5.81,241973.132
550.0,340.36,2,51.41,5.76,5.18,214542.4035
1049.9,310.73,4,48.24,6.62,6.24,515634.3517
783.68,540.28,2,28.55,4.85,1.52,178277.2988
550.0,593.96,3,61.09,8.86,3.48,118005.4383
847.13,1113.81,4,13.62,5.94,2.56,233930.5767
1864.95,855.28,3,53.04,10.0,8.98,358519.7049
1176.06,509.53,4,3.51,8.16,4.9,439467.0557
1197.95,424.29,4,39.78,7.63,4.82,579828.7902
803.24,396.68,3,28.35,5.79,4.19,340846.2192
550.0,576.33,3,69.28,5.6,3.48,103906.7701
1026.89,149.28,3,51.37,7.23,6.69,303263.1002
1395.6,644.65,3,98.4,6.59,3.26,454814.8805
926.39,285.3,2,32.13,7.53,3.86,262885.2504
2196.04,534.15,4,11.8,6.45,6.27,444323.1819
1228.67,255.69,3,137.5,7.81,3.0,379378.2464
1457.02,193.61,3,49.06,6.0,4.6,516899.9028
1467.32,556.03,3,49.6,7.79,5.6,317864.72
550.0,424.57,2,78.62,5.71,2.11,99796.15875
991.61,630.77,3,3.28,6.92,3.39,183644.5634
550.0,529.51,4,41.96,6.54,5.69,265923.2631
989.83,481.62,3,17.4,7.14,7.47,458340.5494
1294.28,781.13,4,13.26,4.86,4.57,515034.703
550.0,9.28,3,99.46,9.37,4.35,239890.6814
574.11,513.85,3,73.78,8.99,4.9,113473.0186
740.44,703.92,3,63.47,7.58,5.88,202333.7397
999.91,544.9,3,121.28,4.83,4.29,162320.7656
1073.25,843.34,4,47.62,5.76,3.14,179304.2649
550.0,874.61,2,72.76,7.08,5.06,146327.6155
861.09,259.3,3,27.87,6.51,4.73,362669.4953
1275.64,514.5,3,46.18,8.55,8.86,178287.6262
800.65,924.14,2,75.68,5.8,3.23,203330.5476
1096.37,515.33,4,8.97,8.3,7.23,389246.5963
550.0,188.4,2,53.18,6.84,5.52,169245.1904
550.0,716.21,4,50.98,7.81,5.03,230955.7823
1778.42,89.94,4,4.34,8.57,5.03,478604.9413
550.0,698.47,2,60.11,4.43,3.98,99201.47008
1153.38,843.0,1,2.35,3.17,0.07,169669.0713
550.0,727.82,4,25.26,9.45,5.02,191978.5615
1656.84,433.85,3,74.15,6.93,6.25,525579.2303
687.1,582.15,3,17.25,6.42,3.03,363172.6963
1109.72,44.17,3,5.89,9.12,5.35,429467.2941
1336.58,938.65,1,75.04,5.45,5.13,118339.1469
652.13,428.53,2,89.84,7.96,6.4,130151.0263
1251.57,860.35,2,46.6,9.35,5.19,188495.1353
550.0,509.05,2,65.38,3.92,3.7,110478.7079
1345.36,218.21,4,69.46,10.0,8.11,722695.5967
971.06,757.35,5,46.44,8.85,6.76,248443.0907
713.43,646.91,2,88.57,10.0,5.75,222835.941
550.0,1035.56,4,99.66,6.41,2.88,229907.5308
2173.66,713.77,3,73.17,6.8,10.0,649144.8176
550.0,699.72,4,122.46,6.1,3.01,158795.2187
982.14,719.34,5,55.67,9.53,6.22,295696.8424
1813.67,575.13,3,12.44,6.41,7.21,444847.9144
1488.74,497.92,3,63.85,8.4,5.88,610665.3734
1032.2,582.38,4,26.32,6.93,4.97,260584.5972
641.56,515.97,3,24.86,7.85,3.18,223352.04
1972.1,934.26,5,51.26,8.58,3.34,605332.7378
1381.99,401.84,4,18.78,5.05,6.6,449874.4741
964.27,623.13,6,76.89,9.18,5.04,476766.0442
749.78,502.64,3,71.09,5.77,3.33,237711.8506
690.56,521.09,1,9.12,5.88,4.89,138983.7605
1420.97,888.93,3,28.61,9.17,9.72,674874.6858
593.33,522.54,1,18.44,6.18,1.97,168961.3183
824.72,202.39,2,94.81,8.82,4.26,147636.2983
1484.11,669.33,5,14.49,10.0,8.82,728981.4251
1653.2,853.9,3,74.53,8.64,7.25,671258.9396
550.0,69.49,3,50.96,7.35,4.41,228969.0716
1190.94,605.16,1,69.0,7.95,4.5,136992.0677
